"code";"parentCode";"level";"name";"shortName";"notes";"validFrom";"validTo"
"01180100";"";"1";"Aremark";;""
"01180101";"01180100";"2";"Bergstrøm";;""
"01180102";"01180100";"2";"Ara-Le";;""
"01180103";"01180100";"2";"Fosby";;""
"01180104";"01180100";"2";"Bjørkebekk";;""
"01180105";"01180100";"2";"Kvisler";;""
"01180106";"01180100";"2";"Holt";;""
"01190100";"";"1";"Øymark";;""
"01190101";"01190100";"2";"Søgård";;""
"01190102";"01190100";"2";"Otteid";;""
"01190103";"01190100";"2";"Granerud";;""
"01190104";"01190100";"2";"Eng";;""
"01190105";"01190100";"2";"Ledeng";;""
"01190106";"01190100";"2";"Krossby i Øymark";;""
"01190107";"01190100";"2";"Kilebu";;""
"01190108";"01190100";"2";"Neset";;""
"01190109";"01190100";"2";"Torpåsen";;""
"01190110";"01190100";"2";"Moen";;""
"01190111";"01190100";"2";"Lie";;""
"01190200";"";"1";"Rødenes";;""
"01190201";"01190200";"2";"Krossby i Rødenes";;""
"01190202";"01190200";"2";"Klund";;""
"01190203";"01190200";"2";"Ulfsby";;""
"01190204";"01190200";"2";"Klokkerud";;""
"01210100";"";"1";"Rømskog";;""
"01210101";"01210100";"2";"Trosterud";;""
"01210102";"01210100";"2";"Sandum";;""
"01210103";"01210100";"2";"Tårnby";;""
"01210104";"01210100";"2";"Trandum";;""
"01220100";"";"1";"Vestre Trøgstad";;""
"01220101";"01220100";"2";"Tosebygda";;""
"01220102";"01220100";"2";"Haugland";;""
"01220103";"01220100";"2";"Kirkebygda";;""
"01220104";"01220100";"2";"Gåpårud";;""
"01220105";"01220100";"2";"Skjønhaug";;""
"01220106";"01220100";"2";"Tveiten";;""
"01220107";"01220100";"2";"Jørgentvedt";;""
"01220200";"";"1";"Østre Trøgstad";;""
"01220201";"01220200";"2";"Risbråte";;""
"01220202";"01220200";"2";"Hamnås";;""
"01220203";"01220200";"2";"Bingen";;""
"01220204";"01220200";"2";"Årstad";;""
"01220300";"";"1";"Båstad";;""
"01220301";"01220300";"2";"Måstad";;""
"01220302";"01220300";"2";"Olberg";;""
"01220303";"01220300";"2";"Skjenneberg";;""
"01220304";"01220300";"2";"Håkås";;""
"01220305";"01220300";"2";"Hvammer";;""
"01220306";"01220300";"2";"Fjell";;""
"01230100";"";"1";"Spydeberg";;""
"01230101";"01230100";"2";"Vassbygda";;""
"01230102";"01230100";"2";"Stegen";;""
"01230103";"01230100";"2";"Kåtorp";;""
"01230104";"01230100";"2";"Vien";;""
"01230105";"01230100";"2";"Hylli";;""
"01230106";"01230100";"2";"Løvestad";;""
"01230107";"01230100";"2";"Lund";;""
"01230108";"01230100";"2";"Grini";;""
"01230109";"01230100";"2";"Husa";;""
"01230110";"01230100";"2";"Sølvberg";;""
"01230111";"01230100";"2";"Glende";;""
"01230112";"01230100";"2";"Løken";;""
"01230113";"01230100";"2";"Tunby";;""
"01230114";"01230100";"2";"Dæhli";;""
"01230115";"01230100";"2";"Mørk";;""
"01230116";"01230100";"2";"Heli/Trollerud";;""
"01230117";"01230100";"2";"Myrer";;""
"01240100";"";"1";"Rom";;""
"01240101";"01240100";"2";"Skjolden/Oraug";;""
"01240102";"01240100";"2";"Kykkelsrud";;""
"01240103";"01240100";"2";"Kråkåsen";;""
"01240104";"01240100";"2";"Frosterud";;""
"01240105";"01240100";"2";"Gurud";;""
"01240200";"";"1";"Askimbyen";;""
"01240201";"01240200";"2";"Tornerud";;""
"01240202";"01240200";"2";"Sentrum nord";;""
"01240203";"01240200";"2";"Sentrum syd";;""
"01240204";"01240200";"2";"Magnhildrud";;""
"01240205";"01240200";"2";"Blunkeslett";;""
"01240206";"01240200";"2";"Bakkegata";;""
"01240300";"";"1";"Holterengen";;""
"01240301";"01240300";"2";"Solbergfoss";;""
"01240302";"01240300";"2";"Gudim/Onstad";;""
